txn_id,customer_id,amount,payment_mode,status
142,101,1512,WALLET,FAILED
143,101,3930,NETBANKING,SUCCESS
144,101,580,CARD,FAILED
145,101,3649,WALLET,FAILED
146,546,4809,UPI,FAILED
147,5191,4259,WALLET,SUCCESS
148,101,3289,WALLET,FAILED
149,101,1282,NETBANKING,FAILED
150,1943,485,UPI,SUCCESS
151,9397,3145,WALLET,SUCCESS
152,2842,354,CARD,FAILED
153,101,174,CARD,SUCCESS
154,389,4066,NETBANKING,FAILED
155,101,4164,WALLET,SUCCESS
156,101,2666,CARD,FAILED
157,2671,3239,UPI,SUCCESS
158,101,376,CARD,SUCCESS
159,101,3640,UPI,SUCCESS
160,101,1437,WALLET,FAILED
161,2295,249,NETBANKING,FAILED
162,101,102,CARD,FAILED
163,101,4627,UPI,SUCCESS
164,3071,2785,UPI,FAILED
165,101,636,CARD,FAILED
166,101,1024,CARD,FAILED
167,101,3858,NETBANKING,SUCCESS
168,101,360,CARD,SUCCESS
169,101,902,UPI,FAILED
170,1831,2688,NETBANKING,FAILED
171,101,2353,NETBANKING,SUCCESS
172,5442,4158,WALLET,SUCCESS
173,101,2624,CARD,SUCCESS
174,101,405,WALLET,FAILED
175,4553,439,UPI,SUCCESS
176,101,2861,WALLET,SUCCESS
177,101,2115,WALLET,SUCCESS
178,101,2969,UPI,SUCCESS
179,101,4309,UPI,SUCCESS
180,101,1528,NETBANKING,SUCCESS
181,101,4493,UPI,SUCCESS
182,8990,3299,WALLET,SUCCESS
183,101,2975,WALLET,FAILED
184,311,1700,NETBANKING,SUCCESS
185,101,4951,CARD,SUCCESS
186,101,1039,WALLET,FAILED
187,101,1730,CARD,FAILED
188,101,2927,UPI,FAILED
189,101,706,CARD,SUCCESS
190,101,1401,WALLET,SUCCESS
191,3570,2618,UPI,FAILED
192,6868,702,NETBANKING,SUCCESS
193,101,1600,UPI,FAILED
194,101,4348,NETBANKING,FAILED
195,101,1164,NETBANKING,SUCCESS
196,101,323,UPI,FAILED
197,101,3918,CARD,FAILED
198,101,4210,UPI,FAILED
199,101,3163,NETBANKING,SUCCESS
200,101,1217,NETBANKING,FAILED
201,101,1118,WALLET,SUCCESS
202,101,3101,UPI,FAILED
203,101,4261,UPI,SUCCESS
204,101,1144,UPI,SUCCESS
205,101,312,UPI,SUCCESS
206,101,4794,CARD,SUCCESS
207,101,2105,NETBANKING,FAILED
208,101,2879,CARD,FAILED
209,5440,862,UPI,SUCCESS
210,101,3176,WALLET,FAILED
211,2685,1851,WALLET,FAILED
212,101,2850,NETBANKING,FAILED
213,2251,2516,CARD,FAILED
214,562,4499,NETBANKING,SUCCESS
215,101,2659,WALLET,SUCCESS
216,101,752,NETBANKING,SUCCESS
217,101,1024,CARD,FAILED
218,101,4266,UPI,FAILED
219,101,3845,UPI,SUCCESS
220,101,721,NETBANKING,FAILED
221,101,275,UPI,FAILED
222,6154,2952,WALLET,SUCCESS
223,101,714,WALLET,FAILED
224,101,3180,CARD,SUCCESS
225,7404,3199,NETBANKING,FAILED
226,101,1962,NETBANKING,SUCCESS
227,101,1337,NETBANKING,SUCCESS
228,101,4153,WALLET,SUCCESS
229,101,286,CARD,FAILED
230,101,1049,UPI,SUCCESS
231,101,2661,CARD,FAILED
232,101,3478,NETBANKING,SUCCESS
233,102,2471,CARD,SUCCESS
234,4394,3674,WALLET,SUCCESS
235,101,175,WALLET,FAILED
236,101,1519,UPI,SUCCESS
237,101,2618,CARD,SUCCESS
238,101,3822,UPI,SUCCESS
239,101,2005,UPI,SUCCESS
240,101,1127,NETBANKING,SUCCESS
241,101,254,UPI,SUCCESS
242,101,1214,WALLET,SUCCESS
243,101,1339,NETBANKING,SUCCESS
244,8958,4278,CARD,FAILED
245,3217,4078,NETBANKING,FAILED
246,101,898,WALLET,FAILED
247,101,253,NETBANKING,SUCCESS
248,101,4204,NETBANKING,FAILED
249,101,3785,CARD,SUCCESS
250,101,4005,NETBANKING,SUCCESS
251,101,4772,CARD,SUCCESS
252,101,4692,UPI,SUCCESS
253,101,4571,UPI,FAILED
254,101,925,CARD,SUCCESS
255,101,4636,WALLET,SUCCESS
256,101,2541,NETBANKING,SUCCESS
257,7988,2706,UPI,FAILED
258,101,2895,UPI,FAILED
259,1824,4494,UPI,FAILED
260,101,3969,WALLET,FAILED
261,101,1505,NETBANKING,SUCCESS
262,101,4916,WALLET,SUCCESS
263,101,3463,WALLET,SUCCESS
264,101,3862,WALLET,FAILED
265,6167,3599,WALLET,FAILED
266,101,4787,UPI,SUCCESS
267,101,2141,NETBANKING,FAILED
268,101,4444,WALLET,SUCCESS
269,101,4253,CARD,FAILED
270,101,185,UPI,FAILED
271,4724,4584,UPI,SUCCESS
272,2818,150,NETBANKING,SUCCESS
273,101,4418,WALLET,FAILED
274,101,1041,NETBANKING,FAILED
275,101,2456,WALLET,FAILED
276,101,3573,NETBANKING,SUCCESS
277,101,1145,UPI,SUCCESS
278,101,3033,CARD,FAILED
279,101,1751,UPI,SUCCESS
280,6072,4483,CARD,FAILED
281,101,3252,UPI,SUCCESS
282,101,3979,CARD,SUCCESS
283,101,3638,WALLET,FAILED
284,101,4495,CARD,SUCCESS
285,101,2573,CARD,FAILED
286,101,3956,UPI,SUCCESS
287,101,4612,NETBANKING,SUCCESS
288,101,3771,UPI,SUCCESS
289,101,1861,CARD,SUCCESS
290,101,4751,WALLET,SUCCESS
291,101,3212,NETBANKING,FAILED
292,101,3982,NETBANKING,FAILED
293,9933,2376,CARD,FAILED
294,101,4871,NETBANKING,FAILED
295,101,630,UPI,SUCCESS
296,101,2411,NETBANKING,FAILED
297,101,3082,CARD,FAILED
298,101,3730,UPI,FAILED
299,101,2547,NETBANKING,SUCCESS
300,101,2839,WALLET,SUCCESS
301,101,4365,NETBANKING,FAILED
302,101,3126,UPI,FAILED
303,101,3266,CARD,SUCCESS
304,101,1764,CARD,SUCCESS
305,1760,2641,NETBANKING,SUCCESS
306,101,4144,CARD,SUCCESS
307,101,3305,UPI,FAILED
308,5465,2237,NETBANKING,SUCCESS
309,8925,433,UPI,FAILED
310,101,992,CARD,SUCCESS
311,101,2837,NETBANKING,SUCCESS
312,101,338,CARD,SUCCESS
313,6896,2052,NETBANKING,SUCCESS
314,101,739,CARD,FAILED
315,101,595,CARD,SUCCESS
316,101,3634,UPI,FAILED
317,101,1736,UPI,SUCCESS
318,101,3767,CARD,SUCCESS
319,101,1774,CARD,SUCCESS
320,101,2950,NETBANKING,SUCCESS
321,101,3790,NETBANKING,SUCCESS
322,101,3879,WALLET,FAILED
323,101,4906,WALLET,SUCCESS
324,101,3635,NETBANKING,FAILED
325,9942,902,WALLET,FAILED
326,101,667,UPI,FAILED
327,4812,3585,NETBANKING,FAILED
328,101,4009,UPI,SUCCESS
329,101,1112,WALLET,FAILED
330,7709,4235,CARD,SUCCESS
331,101,2474,CARD,SUCCESS
332,101,3419,CARD,SUCCESS
333,101,4586,NETBANKING,SUCCESS
334,558,3521,CARD,SUCCESS
335,8747,2557,NETBANKING,SUCCESS
336,5258,4904,NETBANKING,FAILED
337,101,4428,UPI,FAILED
338,101,1730,WALLET,SUCCESS
339,101,513,UPI,FAILED
340,101,1745,UPI,SUCCESS
341,3260,3928,WALLET,SUCCESS
342,101,4726,CARD,SUCCESS
343,101,2950,CARD,FAILED
344,101,3681,NETBANKING,SUCCESS
345,101,682,WALLET,FAILED
346,101,602,WALLET,SUCCESS
347,5634,2769,UPI,SUCCESS
348,3282,1325,NETBANKING,SUCCESS
349,101,3781,NETBANKING,SUCCESS
350,101,4824,CARD,FAILED
351,101,489,UPI,FAILED
352,101,3022,NETBANKING,SUCCESS
353,9693,1834,NETBANKING,FAILED
354,101,499,NETBANKING,FAILED
355,101,2592,CARD,FAILED
356,5878,3960,UPI,FAILED
357,101,4081,CARD,SUCCESS
358,101,1562,WALLET,FAILED
359,101,3533,UPI,SUCCESS
360,101,3904,CARD,FAILED
361,101,3156,WALLET,FAILED
362,101,3933,NETBANKING,SUCCESS
363,2960,4779,CARD,FAILED
364,2516,3887,UPI,SUCCESS
365,2184,4309,NETBANKING,SUCCESS
366,5168,4498,WALLET,FAILED
367,5466,1911,UPI,FAILED
368,101,2449,CARD,SUCCESS
369,101,4653,WALLET,SUCCESS
370,101,4517,WALLET,SUCCESS
371,101,2768,CARD,FAILED
372,101,4345,WALLET,FAILED
373,101,4200,UPI,SUCCESS
374,101,4303,CARD,FAILED
375,101,2718,CARD,SUCCESS
376,101,2404,WALLET,FAILED
377,101,1147,UPI,FAILED
378,4754,412,UPI,FAILED
379,101,208,CARD,FAILED
380,8632,4706,NETBANKING,FAILED
381,101,1131,CARD,SUCCESS
382,101,674,NETBANKING,SUCCESS
383,101,4095,NETBANKING,SUCCESS
384,101,3549,WALLET,SUCCESS
385,101,3499,CARD,SUCCESS
386,101,1049,WALLET,SUCCESS
387,3871,1971,NETBANKING,FAILED
388,101,4031,NETBANKING,SUCCESS
389,2867,3023,WALLET,SUCCESS
390,101,4553,UPI,FAILED
391,101,2223,CARD,FAILED
392,101,1706,CARD,FAILED
393,2968,3447,UPI,SUCCESS
394,101,1692,WALLET,SUCCESS
395,101,3949,CARD,SUCCESS
396,101,2602,UPI,SUCCESS
397,101,1931,UPI,FAILED
398,101,2419,CARD,SUCCESS
399,101,3553,WALLET,SUCCESS
400,101,2014,WALLET,SUCCESS
401,101,1775,CARD,SUCCESS
402,101,1850,UPI,FAILED
403,101,3242,UPI,SUCCESS
404,1184,4191,UPI,SUCCESS
405,4080,525,WALLET,SUCCESS
406,3832,3072,WALLET,SUCCESS
407,101,2372,UPI,FAILED
408,101,4459,NETBANKING,SUCCESS
409,101,4575,CARD,SUCCESS
410,101,4276,WALLET,SUCCESS
411,101,2234,CARD,SUCCESS
412,101,4674,WALLET,FAILED
413,101,1893,CARD,FAILED
414,101,2174,UPI,FAILED
415,1690,3132,UPI,SUCCESS
416,1187,3442,UPI,FAILED
417,101,4544,WALLET,FAILED
418,101,1529,WALLET,FAILED
419,101,2517,UPI,SUCCESS
420,101,4017,WALLET,FAILED
421,101,4227,CARD,FAILED
422,101,3607,WALLET,FAILED
423,101,3532,NETBANKING,SUCCESS
424,101,3500,NETBANKING,SUCCESS
425,2013,4516,WALLET,SUCCESS
426,9304,691,CARD,FAILED
427,101,3174,NETBANKING,SUCCESS
428,7724,3982,NETBANKING,FAILED
429,101,2090,WALLET,FAILED
430,101,3135,WALLET,SUCCESS
431,5661,2127,UPI,SUCCESS
432,101,1057,CARD,SUCCESS
433,101,4165,UPI,SUCCESS
434,3381,2143,UPI,FAILED
435,101,4177,UPI,FAILED
436,101,4005,NETBANKING,FAILED
437,101,1797,NETBANKING,FAILED
438,101,4909,UPI,FAILED
439,1729,1925,UPI,FAILED
440,101,4273,CARD,FAILED
441,101,1221,UPI,FAILED
442,101,1970,UPI,SUCCESS
443,101,2438,CARD,FAILED
444,101,4599,WALLET,FAILED
445,101,3272,UPI,SUCCESS
446,101,4858,UPI,SUCCESS
447,101,4164,CARD,SUCCESS
448,4777,3776,UPI,FAILED
449,6267,1428,WALLET,SUCCESS
450,101,3199,NETBANKING,SUCCESS
451,101,1838,UPI,SUCCESS
452,1096,2289,NETBANKING,FAILED
453,101,695,NETBANKING,FAILED
454,101,3640,CARD,FAILED
455,101,2328,NETBANKING,FAILED
456,101,2484,NETBANKING,SUCCESS
457,7440,1742,NETBANKING,SUCCESS
458,101,494,CARD,SUCCESS
459,101,1671,NETBANKING,FAILED
460,101,2242,WALLET,SUCCESS
461,295,1680,CARD,SUCCESS
462,101,2988,CARD,FAILED
463,101,4883,CARD,FAILED
464,2858,932,UPI,FAILED
465,101,3551,NETBANKING,FAILED
466,7476,4759,WALLET,FAILED
467,101,1019,CARD,SUCCESS
468,101,2019,WALLET,SUCCESS
469,101,2470,WALLET,FAILED
470,101,4116,NETBANKING,SUCCESS
471,9305,4267,WALLET,FAILED
472,101,3745,UPI,SUCCESS
473,101,2041,UPI,SUCCESS
474,101,4186,WALLET,SUCCESS
475,101,1357,NETBANKING,SUCCESS
476,101,898,NETBANKING,SUCCESS
477,101,3017,CARD,SUCCESS
478,101,3133,CARD,FAILED
479,101,935,UPI,FAILED
480,101,4608,UPI,FAILED
481,101,4300,UPI,FAILED
482,1673,3881,UPI,FAILED
483,101,3175,CARD,FAILED
484,101,455,WALLET,SUCCESS
485,4991,213,UPI,SUCCESS
486,101,1093,CARD,FAILED
487,101,1278,WALLET,SUCCESS
488,101,2344,UPI,FAILED
489,9255,4368,NETBANKING,FAILED
490,101,2279,WALLET,SUCCESS
491,101,1186,WALLET,FAILED
492,8360,4518,CARD,FAILED
493,101,3685,NETBANKING,FAILED
494,101,2662,NETBANKING,SUCCESS
495,101,900,WALLET,SUCCESS
496,8453,1081,WALLET,FAILED
497,101,2726,UPI,FAILED
498,101,2167,NETBANKING,FAILED
499,9942,1384,UPI,FAILED
500,101,4665,UPI,SUCCESS
501,101,3955,CARD,FAILED
502,101,722,UPI,FAILED
503,9128,667,UPI,FAILED
504,101,1151,CARD,SUCCESS
505,101,2653,UPI,FAILED
506,101,4625,UPI,FAILED
507,101,4333,CARD,SUCCESS
508,101,2505,CARD,SUCCESS
509,101,1154,WALLET,FAILED
510,101,4960,NETBANKING,FAILED
511,101,2021,UPI,SUCCESS
512,101,124,CARD,SUCCESS
513,101,169,WALLET,SUCCESS
514,101,4072,WALLET,SUCCESS
515,101,2159,CARD,FAILED
516,8337,3181,WALLET,FAILED
517,101,2053,CARD,SUCCESS
518,101,2471,CARD,SUCCESS
519,101,3136,CARD,SUCCESS
520,101,1818,WALLET,FAILED
521,101,3564,CARD,FAILED
522,101,2381,NETBANKING,SUCCESS
523,101,1847,WALLET,SUCCESS
524,101,3500,WALLET,FAILED
525,101,2153,CARD,FAILED
526,101,612,NETBANKING,SUCCESS
527,6665,4282,NETBANKING,FAILED
528,101,759,NETBANKING,SUCCESS
529,101,3542,CARD,SUCCESS
530,5310,2054,UPI,SUCCESS
531,101,876,WALLET,SUCCESS
532,101,2197,UPI,SUCCESS
533,2406,1982,NETBANKING,FAILED
534,101,4302,CARD,FAILED
535,101,826,UPI,SUCCESS
536,101,139,NETBANKING,SUCCESS
537,101,3307,CARD,SUCCESS
538,101,4106,UPI,FAILED
539,101,3370,NETBANKING,SUCCESS
540,101,472,NETBANKING,SUCCESS
541,101,3264,WALLET,FAILED
542,101,106,UPI,SUCCESS
543,101,106,UPI,SUCCESS
544,101,4460,UPI,SUCCESS
545,101,2858,UPI,SUCCESS
546,101,3391,WALLET,FAILED
547,101,2183,NETBANKING,FAILED
548,101,3528,CARD,SUCCESS
549,6900,2081,WALLET,SUCCESS
550,101,4651,UPI,FAILED
551,101,2608,CARD,SUCCESS
552,101,3603,UPI,SUCCESS
553,101,2317,UPI,FAILED
554,101,700,UPI,FAILED
555,101,3198,UPI,FAILED
556,101,3397,CARD,FAILED
557,101,2794,CARD,FAILED
558,101,2085,NETBANKING,FAILED
559,101,327,CARD,FAILED
560,101,2442,NETBANKING,FAILED
561,101,4524,WALLET,FAILED
562,101,2792,NETBANKING,SUCCESS
563,7013,843,CARD,SUCCESS
564,6149,2781,UPI,FAILED
565,101,4157,WALLET,FAILED
566,101,3476,CARD,SUCCESS
567,184,3443,WALLET,FAILED
568,101,4317,UPI,FAILED
569,101,770,UPI,FAILED
570,101,1410,NETBANKING,SUCCESS
571,101,849,CARD,FAILED
572,101,3724,CARD,SUCCESS
573,2607,4012,CARD,SUCCESS
574,8020,2196,UPI,FAILED
575,101,2618,UPI,SUCCESS
576,101,2564,WALLET,FAILED
577,101,4822,WALLET,FAILED
578,101,2438,UPI,SUCCESS
579,101,4294,CARD,FAILED
580,101,242,CARD,SUCCESS
581,101,2367,CARD,FAILED
582,125,4231,UPI,FAILED
583,5347,4012,CARD,SUCCESS
584,101,2328,NETBANKING,SUCCESS
585,101,4961,CARD,SUCCESS
586,101,4878,NETBANKING,SUCCESS
587,101,1312,CARD,FAILED
588,101,2627,NETBANKING,FAILED
589,101,3515,WALLET,FAILED
590,6748,3243,NETBANKING,FAILED
591,101,4304,NETBANKING,FAILED
592,101,4933,UPI,SUCCESS
593,101,3332,NETBANKING,FAILED
594,101,3889,NETBANKING,SUCCESS
595,101,4386,CARD,FAILED
596,101,677,UPI,SUCCESS
597,101,296,WALLET,SUCCESS
598,7225,1239,UPI,SUCCESS
599,101,3526,NETBANKING,SUCCESS
600,2063,2760,NETBANKING,FAILED
601,101,4640,CARD,SUCCESS
602,101,457,NETBANKING,SUCCESS
603,101,2246,UPI,FAILED
604,101,109,WALLET,FAILED
605,1845,1346,UPI,FAILED
606,101,3980,UPI,FAILED
607,101,3812,UPI,SUCCESS
608,101,898,CARD,FAILED
609,2536,4569,NETBANKING,FAILED
610,101,2706,UPI,FAILED
611,101,2897,NETBANKING,SUCCESS
612,101,581,NETBANKING,FAILED
613,101,1142,UPI,FAILED
614,101,4458,CARD,SUCCESS
615,101,2490,WALLET,SUCCESS
616,101,3923,UPI,SUCCESS
617,101,3081,WALLET,SUCCESS
618,101,1654,WALLET,FAILED
619,101,251,NETBANKING,SUCCESS
620,101,1037,UPI,SUCCESS
621,101,4048,UPI,FAILED
622,101,3689,NETBANKING,SUCCESS
623,101,3358,WALLET,SUCCESS
624,101,4057,UPI,FAILED
625,101,1892,CARD,SUCCESS
626,101,251,CARD,SUCCESS
627,101,2707,CARD,SUCCESS
628,101,3417,WALLET,SUCCESS
629,101,2740,CARD,FAILED
630,101,4376,CARD,FAILED
631,101,4125,UPI,FAILED
632,6474,2128,NETBANKING,SUCCESS
633,9537,4486,NETBANKING,SUCCESS
634,101,4564,CARD,FAILED
635,3303,2248,CARD,FAILED
636,101,2024,NETBANKING,FAILED
637,101,2240,CARD,FAILED
638,101,859,WALLET,FAILED
639,101,1371,WALLET,FAILED
640,101,2954,NETBANKING,SUCCESS
641,101,166,WALLET,FAILED
642,101,2884,UPI,FAILED
643,101,819,WALLET,FAILED
644,9421,202,UPI,FAILED
645,101,3920,WALLET,SUCCESS
646,101,3457,UPI,SUCCESS
647,101,1710,CARD,SUCCESS
648,101,3822,WALLET,FAILED
649,101,4602,NETBANKING,SUCCESS
650,101,1002,NETBANKING,SUCCESS
651,101,3115,CARD,FAILED
652,4069,3385,CARD,FAILED
653,101,2602,CARD,SUCCESS
654,101,4683,NETBANKING,FAILED
655,3448,382,CARD,FAILED
656,101,3498,WALLET,FAILED
657,6505,4439,UPI,FAILED
658,3202,2175,UPI,FAILED
659,101,572,WALLET,SUCCESS
660,8093,1407,WALLET,SUCCESS
661,6406,1604,NETBANKING,FAILED
662,101,1016,UPI,FAILED
663,101,357,WALLET,FAILED
664,101,4657,UPI,FAILED
665,101,3333,CARD,FAILED
666,7247,1163,NETBANKING,SUCCESS
667,101,1839,UPI,SUCCESS
668,101,1881,UPI,SUCCESS
669,101,1885,CARD,FAILED
670,8684,1495,CARD,SUCCESS
671,101,2149,UPI,SUCCESS
672,101,4411,CARD,SUCCESS
673,101,2050,NETBANKING,FAILED
674,1134,605,CARD,SUCCESS
675,101,1812,UPI,FAILED
676,101,2835,WALLET,SUCCESS
677,101,2423,UPI,SUCCESS
678,101,670,WALLET,SUCCESS
679,4122,3355,CARD,SUCCESS
680,101,933,CARD,SUCCESS
681,101,1173,CARD,FAILED
682,101,3033,CARD,SUCCESS
683,101,2272,NETBANKING,FAILED
684,101,3883,UPI,FAILED
685,101,3897,UPI,FAILED
686,101,3922,UPI,FAILED
687,101,2353,WALLET,FAILED
688,101,242,WALLET,FAILED
689,101,135,UPI,SUCCESS
690,8835,1280,NETBANKING,FAILED
691,101,4459,NETBANKING,FAILED
692,101,2668,CARD,FAILED
693,101,292,UPI,SUCCESS
694,101,4368,UPI,FAILED
695,6542,4109,NETBANKING,FAILED
696,101,3263,NETBANKING,FAILED
697,101,4892,UPI,FAILED
698,101,1433,UPI,SUCCESS
699,101,4442,UPI,SUCCESS
700,101,3733,WALLET,SUCCESS
701,101,4699,WALLET,SUCCESS
702,101,514,UPI,FAILED
703,101,1460,WALLET,SUCCESS
704,101,4995,UPI,SUCCESS
705,101,1181,NETBANKING,SUCCESS
706,101,3621,NETBANKING,FAILED
707,101,868,UPI,FAILED
708,101,1987,NETBANKING,SUCCESS
709,101,367,CARD,SUCCESS
710,101,939,NETBANKING,SUCCESS
711,101,3624,CARD,FAILED
712,101,4085,WALLET,FAILED
713,101,194,NETBANKING,FAILED
714,101,3177,CARD,SUCCESS
715,101,414,CARD,SUCCESS
716,101,4636,CARD,SUCCESS
717,101,1580,CARD,FAILED
718,101,4100,WALLET,FAILED
719,101,455,NETBANKING,SUCCESS
720,101,1032,NETBANKING,FAILED
721,101,2169,CARD,FAILED
722,101,3986,WALLET,FAILED
723,101,981,UPI,FAILED
724,7480,2719,NETBANKING,FAILED
725,101,1284,NETBANKING,FAILED
726,1609,227,CARD,SUCCESS
727,101,4745,WALLET,FAILED
728,101,4874,WALLET,FAILED
729,101,3485,CARD,SUCCESS
730,101,535,NETBANKING,FAILED
731,101,4083,WALLET,SUCCESS
732,101,4243,NETBANKING,FAILED
733,101,4131,NETBANKING,FAILED
734,101,4630,WALLET,SUCCESS
735,101,820,NETBANKING,SUCCESS
736,101,2037,CARD,SUCCESS
737,101,2506,CARD,SUCCESS
738,9506,3726,CARD,FAILED
739,101,3066,WALLET,SUCCESS
740,101,2887,WALLET,FAILED
741,101,655,UPI,FAILED
742,5172,3312,NETBANKING,SUCCESS
743,101,1018,UPI,FAILED
744,2352,1079,UPI,FAILED
745,1908,944,CARD,SUCCESS
746,101,3866,NETBANKING,FAILED
747,101,3280,CARD,SUCCESS
748,101,3851,CARD,FAILED
749,7073,590,WALLET,SUCCESS
750,2934,2670,NETBANKING,SUCCESS
751,6033,3397,NETBANKING,FAILED
752,101,4772,UPI,FAILED
753,101,2736,UPI,FAILED
754,101,3467,NETBANKING,SUCCESS
755,101,2563,CARD,FAILED
756,101,3599,WALLET,FAILED
757,101,992,NETBANKING,FAILED
758,101,2835,NETBANKING,SUCCESS
759,6042,1362,CARD,FAILED
760,101,2937,WALLET,FAILED
761,101,2640,WALLET,FAILED
762,101,3181,NETBANKING,FAILED
763,101,1460,WALLET,FAILED
764,7163,1982,UPI,FAILED
765,101,114,CARD,SUCCESS
766,101,1823,CARD,FAILED
767,101,797,WALLET,SUCCESS
768,101,3475,NETBANKING,FAILED
769,101,3762,NETBANKING,FAILED
770,101,3320,WALLET,SUCCESS
771,101,3122,WALLET,SUCCESS
772,9946,4200,NETBANKING,FAILED
773,101,602,CARD,FAILED
774,101,2642,CARD,SUCCESS
775,2943,2511,UPI,FAILED
